[09Feb2025 00:00:24.710] [Server thread/WARN] [net.minecraft.network.datasync.EntityDataManager/]: defineId called for: class dev.itsmeow.betteranimalsplus.common.entity.EntityLammergeier from class dev.itsmeow.betteranimalsplus.imdlib.entity.EntityTypeContainer
[09Feb2025 00:07:45.361] [Server thread/WARN] [net.minecraft.network.datasync.EntityDataManager/]: defineId called for: class dev.itsmeow.betteranimalsplus.common.entity.EntityCrab from class dev.itsmeow.betteranimalsplus.imdlib.entity.EntityTypeContainer
[09Feb2025 00:07:45.361] [Server thread/WARN] [net.minecraft.network.datasync.EntityDataManager/]: defineId called for: class dev.itsmeow.betteranimalsplus.common.entity.EntityCrab from class dev.itsmeow.betteranimalsplus.imdlib.entity.util.EntityTypeContainerContainable
[09Feb2025 00:08:31.469] [Server thread/WARN] [net.minecraft.network.datasync.EntityDataManager/]: defineId called for: class dev.itsmeow.betteranimalsplus.common.entity.EntityFeralWolf from class dev.itsmeow.betteranimalsplus.imdlib.entity.EntityTypeContainer
[09Feb2025 00:08:31.508] [Server thread/WARN] [net.minecraft.network.datasync.EntityDataManager/]: defineId called for: class dev.itsmeow.betteranimalsplus.common.entity.EntityReindeer from class dev.itsmeow.betteranimalsplus.imdlib.entity.EntityTypeContainer
[09Feb2025 00:09:04.665] [Server thread/WARN] [net.minecraft.network.datasync.EntityDataManager/]: defineId called for: class dev.itsmeow.betteranimalsplus.common.entity.EntityTurkey from class dev.itsmeow.betteranimalsplus.imdlib.entity.EntityTypeContainer
[09Feb2025 00:11:10.219] [Server thread/WARN] [net.minecraft.network.play.ServerPlayNetHandler/]: Large Plane (vehicle of BashTag1) moved too quickly! 10.03247400779037,0.7835410827904639,-2.016404292355446
[09Feb2025 00:11:10.219] [Server thread/WARN] [net.minecraft.network.play.ServerPlayNetHandler/]: Large Plane (vehicle of BashTag1) moved too quickly! 10.61936993863219,0.8431284142768618,-2.138645644075609
[09Feb2025 00:11:10.219] [Server thread/WARN] [net.minecraft.network.play.ServerPlayNetHandler/]: Large Plane (vehicle of BashTag1) moved too quickly! 11.20603608001511,0.9015183985234785,-2.2609220152224907
[09Feb2025 00:11:10.219] [Server thread/WARN] [net.minecraft.network.play.ServerPlayNetHandler/]: Large Plane (vehicle of BashTag1) moved too quickly! 11.792565468526846,0.9585529840906588,-2.3832291491778506
[09Feb2025 00:11:10.220] [Server thread/WARN] [net.minecraft.network.play.ServerPlayNetHandler/]: Large Plane (vehicle of BashTag1) moved too quickly! 12.379048873659485,1.0141177739537284,-2.505565903746742
[09Feb2025 00:11:10.220] [Server thread/WARN] [net.minecraft.network.play.ServerPlayNetHandler/]: Large Plane (vehicle of BashTag1) moved too quickly! 12.965574418717551,1.0681313568705377,-2.6279336710849748
[09Feb2025 00:11:10.220] [Server thread/WARN] [net.minecraft.network.play.ServerPlayNetHandler/]: Large Plane (vehicle of BashTag1) moved too quickly! 13.552227337030672,1.1205371661634445,-2.750335903915584
[09Feb2025 00:11:10.220] [Server thread/WARN] [net.minecraft.network.play.ServerPlayNetHandler/]: Large Plane (vehicle of BashTag1) moved too quickly! 14.139089872631303,1.171297325985222,-2.872777604733187
[09Feb2025 00:11:10.220] [Server thread/WARN] [net.minecraft.network.play.ServerPlayNetHandler/]: Large Plane (vehicle of BashTag1) moved too quickly! 14.726241142008803,1.2203879499402888,-2.9952648828954125
[09Feb2025 00:11:10.220] [Server thread/WARN] [net.minecraft.network.play.ServerPlayNetHandler/]: Large Plane (vehicle of BashTag1) moved too quickly! 15.313757130029444,1.2677956062545377,-3.117804866158167
[09Feb2025 00:11:10.220] [Server thread/WARN] [net.minecraft.network.play.ServerPlayNetHandler/]: Large Plane (vehicle of BashTag1) moved too quickly! 15.901376154874015,1.3162241207438115,-3.24033501671272
[09Feb2025 00:11:10.220] [Server thread/WARN] [net.minecraft.network.play.ServerPlayNetHandler/]: Large Plane (vehicle of BashTag1) moved too quickly! 16.488788031167132,1.3676715247206062,-3.362783879104768
[09Feb2025 00:11:10.220] [Server thread/WARN] [net.minecraft.network.play.ServerPlayNetHandler/]: Large Plane (vehicle of BashTag1) moved too quickly! 17.075632539894286,1.42361283868712,-3.4850704411006745
[09Feb2025 00:11:10.221] [Server thread/WARN] [net.minecraft.network.play.ServerPlayNetHandler/]: Large Plane (vehicle of BashTag1) moved too quickly! 17.66150760567234,1.485131066363067,-3.607105790766809
[09Feb2025 00:11:10.221] [Server thread/WARN] [net.minecraft.network.play.ServerPlayNetHandler/]: Large Plane (vehicle of BashTag1) moved too quickly! 18.24598045109451,1.5530118800833748,-3.7287954724470183
[09Feb2025 00:11:10.221] [Server thread/WARN] [net.minecraft.network.play.ServerPlayNetHandler/]: Large Plane (vehicle of BashTag1) moved too quickly! 18.829019330162737,1.625238093074131,-3.8501303330778
[09Feb2025 00:11:10.221] [Server thread/WARN] [net.minecraft.network.play.ServerPlayNetHandler/]: Large Plane (vehicle of BashTag1) moved too quickly! 19.41066764574498,1.700247909973882,-3.9711173506022988
[09Feb2025 00:11:10.221] [Server thread/WARN] [net.minecraft.network.play.ServerPlayNetHandler/]: Large Plane (vehicle of BashTag1) moved too quickly! 19.991010358178755,1.7768444348268986,-4.091772392241637
[09Feb2025 00:25:13.463] [User Authenticator #3/INFO] [net.minecraft.network.login.ServerLoginNetHandler/]: UUID of player BashTag3 is 03cf92d8-97c3-44e7-97e8-b8dcb6cdca61
[09Feb2025 00:25:20.161] [Server thread/INFO] [net.minecraftforge.common.AdvancementLoadFix/]: Using new advancement loading for net.minecraft.advancements.PlayerAdvancements@680c9df4
[09Feb2025 00:25:20.205] [Server thread/INFO] [net.minecraft.server.management.PlayerList/]: BashTag3[/192.168.0.237:36800] logged in with entity id 11185 at (-7311.740174142395, 64.0, 126.46165654211586)
[09Feb2025 00:25:20.220] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: BashTag3 joined the game
[09Feb2025 00:25:32.308] [Server thread/ERROR] [journeymap/]: Failed to read message for worldId: java.lang.IndexOutOfBoundsException: readerIndex(1) + length(1) exceeds writerIndex(1): PooledUnsafeDirectByteBuf(ridx: 1, widx: 1, cap: 1)
[09Feb2025 00:27:25.203] [Server thread/WARN] [net.minecraft.network.play.ServerPlayNetHandler/]: BashTag1 was kicked for floating a vehicle too long!
[09Feb2025 00:27:25.204] [Server thread/INFO] [net.minecraft.network.play.ServerPlayNetHandler/]: BashTag1 lost connection: Flying is not enabled on this server
[09Feb2025 00:27:25.204] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: BashTag1 left the game
[09Feb2025 00:27:25.280] [Server thread/WARN] [net.minecraft.network.NetworkManager/]: handleDisconnection() called twice
[09Feb2025 00:27:32.907] [User Authenticator #4/INFO] [net.minecraft.network.login.ServerLoginNetHandler/]: UUID of player BashTag1 is f099d823-24b8-4bc9-a1bf-5b8203b20fd9
[09Feb2025 00:27:38.513] [Server thread/INFO] [net.minecraftforge.common.AdvancementLoadFix/]: Using new advancement loading for net.minecraft.advancements.PlayerAdvancements@8786b10
[09Feb2025 00:27:38.534] [Server thread/INFO] [net.minecraft.server.management.PlayerList/]: BashTag1[/172.17.0.1:47912] logged in with entity id 11552 at (165.8590508699417, 116.91640042804602, -308.47503975825384)
[09Feb2025 00:27:38.547] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: BashTag1 joined the game
[09Feb2025 00:27:43.962] [Server thread/ERROR] [journeymap/]: Failed to read message for worldId: java.lang.IndexOutOfBoundsException: readerIndex(1) + length(1) exceeds writerIndex(1): PooledUnsafeDirectByteBuf(ridx: 1, widx: 1, cap: 1)
[09Feb2025 00:27:44.306] [Server thread/WARN] [net.minecraft.network.play.ServerPlayNetHandler/]: Sports Plane (vehicle of BashTag1) moved too quickly! 0.0,51.54140042804602,0.0
[09Feb2025 00:27:47.051] [Server thread/WARN] [net.minecraft.network.play.ServerPlayNetHandler/]: Sports Plane (vehicle of BashTag1) moved wrongly! 0.6278484888898674
[09Feb2025 00:27:51.108] [Server thread/WARN] [net.minecraft.network.play.ServerPlayNetHandler/]: BashTag1 was kicked for floating a vehicle too long!
[09Feb2025 00:27:51.160] [Server thread/INFO] [net.minecraft.network.play.ServerPlayNetHandler/]: BashTag1 lost connection: Flying is not enabled on this server
[09Feb2025 00:27:51.160] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: BashTag1 left the game
[09Feb2025 00:27:57.903] [User Authenticator #5/INFO] [net.minecraft.network.login.ServerLoginNetHandler/]: UUID of player BashTag1 is f099d823-24b8-4bc9-a1bf-5b8203b20fd9
[09Feb2025 00:28:03.264] [Server thread/INFO] [net.minecraftforge.common.AdvancementLoadFix/]: Using new advancement loading for net.minecraft.advancements.PlayerAdvancements@4379f037
[09Feb2025 00:28:03.285] [Server thread/INFO] [net.minecraft.server.management.PlayerList/]: BashTag1[/172.17.0.1:58650] logged in with entity id 11565 at (183.69329521823965, 106.81225330923974, -371.13979874769575)
[09Feb2025 00:28:03.297] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: BashTag1 joined the game
[09Feb2025 00:28:08.455] [Server thread/WARN] [net.minecraft.network.play.ServerPlayNetHandler/]: Sports Plane (vehicle of BashTag1) moved too quickly! 0.0,44.437253309239736,0.0
[09Feb2025 00:28:08.455] [Server thread/WARN] [net.minecraft.network.play.ServerPlayNetHandler/]: Sports Plane (vehicle of BashTag1) moved too quickly! 4.277001426089555E-5,44.34071393424061,-1.5028238703962415E-4
[09Feb2025 00:28:08.455] [Server thread/WARN] [net.minecraft.network.play.ServerPlayNetHandler/]: Sports Plane (vehicle of BashTag1) moved too quickly! 1.710800570435822E-4,44.200867651119026,-6.011295045027509E-4
[09Feb2025 00:28:08.760] [Server thread/ERROR] [journeymap/]: Failed to read message for worldId: java.lang.IndexOutOfBoundsException: readerIndex(1) + length(1) exceeds writerIndex(1): PooledUnsafeDirectByteBuf(ridx: 1, widx: 1, cap: 1)
[09Feb2025 00:28:12.553] [Server thread/WARN] [net.minecraft.network.play.ServerPlayNetHandler/]: Sports Plane (vehicle of BashTag1) moved wrongly! 0.39811909198760986
[09Feb2025 00:28:19.052] [Server thread/WARN] [net.minecraft.network.play.ServerPlayNetHandler/]: BashTag1 was kicked for floating a vehicle too long!
[09Feb2025 00:28:19.107] [Server thread/INFO] [net.minecraft.network.play.ServerPlayNetHandler/]: BashTag1 lost connection: Flying is not enabled on this server
[09Feb2025 00:28:19.107] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: BashTag1 left the game
[09Feb2025 00:28:30.854] [User Authenticator #6/INFO] [net.minecraft.network.login.ServerLoginNetHandler/]: UUID of player BashTag1 is f099d823-24b8-4bc9-a1bf-5b8203b20fd9
[09Feb2025 00:28:36.463] [Server thread/INFO] [net.minecraftforge.common.AdvancementLoadFix/]: Using new advancement loading for net.minecraft.advancements.PlayerAdvancements@1eceb6c4
[09Feb2025 00:28:36.482] [Server thread/INFO] [net.minecraft.server.management.PlayerList/]: BashTag1[/172.17.0.1:49610] logged in with entity id 11759 at (223.6384997367859, 140.43433151951245, -505.84517753124237)
[09Feb2025 00:28:36.494] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: BashTag1 joined the game
[09Feb2025 00:28:41.656] [Server thread/WARN] [net.minecraft.network.play.ServerPlayNetHandler/]: Sports Plane (vehicle of BashTag1) moved too quickly! 0.0,64.05933151951243,0.0
[09Feb2025 00:28:41.656] [Server thread/WARN] [net.minecraft.network.play.ServerPlayNetHandler/]: Sports Plane (vehicle of BashTag1) moved too quickly! 0.0,63.96033151951244,0.0
[09Feb2025 00:28:41.656] [Server thread/WARN] [net.minecraft.network.play.ServerPlayNetHandler/]: Sports Plane (vehicle of BashTag1) moved too quickly! 0.0,63.81331151951244,0.0
[09Feb2025 00:28:42.111] [Server thread/ERROR] [journeymap/]: Failed to read message for worldId: java.lang.IndexOutOfBoundsException: readerIndex(1) + length(1) exceeds writerIndex(1): PooledUnsafeDirectByteBuf(ridx: 1, widx: 1, cap: 1)
[09Feb2025 00:29:33.239] [Server thread/WARN] [net.minecraft.network.play.ServerPlayNetHandler/]: BashTag1 moved too quickly! -8.118095847191086,6.000000223559681,-3.0662120210874946
[09Feb2025 00:37:41.216] [Server thread/WARN] [net.minecraft.network.datasync.EntityDataManager/]: defineId called for: class dev.itsmeow.betteranimalsplus.common.entity.EntityMoose from class dev.itsmeow.betteranimalsplus.imdlib.entity.EntityTypeContainer
[09Feb2025 00:37:55.763] [Server thread/WARN] [net.minecraft.network.datasync.EntityDataManager/]: defineId called for: class dev.itsmeow.betteranimalsplus.common.entity.EntityDeer from class dev.itsmeow.betteranimalsplus.imdlib.entity.EntityTypeContainer
[09Feb2025 00:39:21.821] [Server thread/WARN] [net.minecraft.network.datasync.EntityDataManager/]: defineId called for: class dev.itsmeow.betteranimalsplus.common.entity.EntityBearNeutral from class dev.itsmeow.betteranimalsplus.imdlib.entity.EntityTypeContainer
[09Feb2025 00:40:13.579] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2004ms or 40 ticks behind
[09Feb2025 00:40:57.384] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2010ms or 40 ticks behind
[09Feb2025 00:41:16.688] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 4313ms or 86 ticks behind
[09Feb2025 01:02:57.722] [Server thread/FATAL] [net.minecraft.util.concurrent.ThreadTaskExecutor/]: Error executing task on Server
java.lang.NullPointerException: null
	at net.minecraftforge.fml.network.NetworkHooks.openGui(NetworkHooks.java:227) ~[forge:?]
	at net.minecraftforge.fml.network.NetworkHooks.openGui(NetworkHooks.java:192) ~[forge:?]
	at com.mrcrayfish.furniture.block.CrateBlock.func_225533_a_(CrateBlock.java:116) ~[cfm:7.0.0-pre22-1.16.3]
	at net.minecraft.block.AbstractBlock$AbstractBlockState.func_227031_a_(AbstractBlock.java:640) ~[?:?]
	at net.minecraft.server.management.PlayerInteractionManager.func_219441_a(PlayerInteractionManager.java:338) ~[?:?]
	at net.minecraft.network.play.ServerPlayNetHandler.func_184337_a(ServerPlayNetHandler.java:958) ~[?:?]
	at net.minecraft.network.play.client.CPlayerTryUseItemOnBlockPacket.func_148833_a(SourceFile:36) ~[?:?]
	at net.minecraft.network.play.client.CPlayerTryUseItemOnBlockPacket.func_148833_a(SourceFile:10) ~[?:?]
	at net.minecraft.network.PacketThreadUtil.func_225383_a(SourceFile:21) ~[?:?]
	at net.minecraft.util.concurrent.TickDelayedTask.run(SourceFile:18) ~[?:?]
	at net.minecraft.util.concurrent.ThreadTaskExecutor.func_213166_h(SourceFile:144) ~[?:?]
	at net.minecraft.util.concurrent.RecursiveEventLoop.func_213166_h(SourceFile:23) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_213166_h(MinecraftServer.java:734) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_213166_h(MinecraftServer.java:159) ~[?:?]
	at net.minecraft.util.concurrent.ThreadTaskExecutor.func_213168_p(SourceFile:118) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_213205_aW(MinecraftServer.java:717) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_213168_p(MinecraftServer.java:711) ~[?:?]
	at net.minecraft.util.concurrent.ThreadTaskExecutor.func_213160_bf(SourceFile:103) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_213202_o(MinecraftServer.java:696) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_240802_v_(MinecraftServer.java:646) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_240783_a_(MinecraftServer.java:232) ~[?:?]
	at java.lang.Thread.run(Thread.java:748) [?:1.8.0_212]
[09Feb2025 01:02:59.215] [Server thread/FATAL] [net.minecraft.util.concurrent.ThreadTaskExecutor/]: Error executing task on Server
java.lang.NullPointerException: null
	at net.minecraftforge.fml.network.NetworkHooks.openGui(NetworkHooks.java:227) ~[forge:?]
	at net.minecraftforge.fml.network.NetworkHooks.openGui(NetworkHooks.java:192) ~[forge:?]
	at com.mrcrayfish.furniture.block.CrateBlock.func_225533_a_(CrateBlock.java:116) ~[cfm:7.0.0-pre22-1.16.3]
	at net.minecraft.block.AbstractBlock$AbstractBlockState.func_227031_a_(AbstractBlock.java:640) ~[?:?]
	at net.minecraft.server.management.PlayerInteractionManager.func_219441_a(PlayerInteractionManager.java:338) ~[?:?]
	at net.minecraft.network.play.ServerPlayNetHandler.func_184337_a(ServerPlayNetHandler.java:958) ~[?:?]
	at net.minecraft.network.play.client.CPlayerTryUseItemOnBlockPacket.func_148833_a(SourceFile:36) ~[?:?]
	at net.minecraft.network.play.client.CPlayerTryUseItemOnBlockPacket.func_148833_a(SourceFile:10) ~[?:?]
	at net.minecraft.network.PacketThreadUtil.func_225383_a(SourceFile:21) ~[?:?]
	at net.minecraft.util.concurrent.TickDelayedTask.run(SourceFile:18) ~[?:?]
	at net.minecraft.util.concurrent.ThreadTaskExecutor.func_213166_h(SourceFile:144) ~[?:?]
	at net.minecraft.util.concurrent.RecursiveEventLoop.func_213166_h(SourceFile:23) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_213166_h(MinecraftServer.java:734) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_213166_h(MinecraftServer.java:159) ~[?:?]
	at net.minecraft.util.concurrent.ThreadTaskExecutor.func_213168_p(SourceFile:118) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_213205_aW(MinecraftServer.java:717) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_213168_p(MinecraftServer.java:711) ~[?:?]
	at net.minecraft.util.concurrent.ThreadTaskExecutor.func_213160_bf(SourceFile:103) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_213202_o(MinecraftServer.java:696) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_240802_v_(MinecraftServer.java:646) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_240783_a_(MinecraftServer.java:232) ~[?:?]
	at java.lang.Thread.run(Thread.java:748) [?:1.8.0_212]
[09Feb2025 01:02:59.415] [Server thread/FATAL] [net.minecraft.util.concurrent.ThreadTaskExecutor/]: Error executing task on Server
java.lang.NullPointerException: null
	at net.minecraftforge.fml.network.NetworkHooks.openGui(NetworkHooks.java:227) ~[forge:?]
	at net.minecraftforge.fml.network.NetworkHooks.openGui(NetworkHooks.java:192) ~[forge:?]
	at com.mrcrayfish.furniture.block.CrateBlock.func_225533_a_(CrateBlock.java:116) ~[cfm:7.0.0-pre22-1.16.3]
	at net.minecraft.block.AbstractBlock$AbstractBlockState.func_227031_a_(AbstractBlock.java:640) ~[?:?]
	at net.minecraft.server.management.PlayerInteractionManager.func_219441_a(PlayerInteractionManager.java:338) ~[?:?]
	at net.minecraft.network.play.ServerPlayNetHandler.func_184337_a(ServerPlayNetHandler.java:958) ~[?:?]
	at net.minecraft.network.play.client.CPlayerTryUseItemOnBlockPacket.func_148833_a(SourceFile:36) ~[?:?]
	at net.minecraft.network.play.client.CPlayerTryUseItemOnBlockPacket.func_148833_a(SourceFile:10) ~[?:?]
	at net.minecraft.network.PacketThreadUtil.func_225383_a(SourceFile:21) ~[?:?]
	at net.minecraft.util.concurrent.TickDelayedTask.run(SourceFile:18) ~[?:?]
	at net.minecraft.util.concurrent.ThreadTaskExecutor.func_213166_h(SourceFile:144) ~[?:?]
	at net.minecraft.util.concurrent.RecursiveEventLoop.func_213166_h(SourceFile:23) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_213166_h(MinecraftServer.java:734) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_213166_h(MinecraftServer.java:159) ~[?:?]
	at net.minecraft.util.concurrent.ThreadTaskExecutor.func_213168_p(SourceFile:118) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_213205_aW(MinecraftServer.java:717) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_213168_p(MinecraftServer.java:711) ~[?:?]
	at net.minecraft.util.concurrent.ThreadTaskExecutor.func_213160_bf(SourceFile:103) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_213202_o(MinecraftServer.java:696) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_240802_v_(MinecraftServer.java:646) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_240783_a_(MinecraftServer.java:232) ~[?:?]
	at java.lang.Thread.run(Thread.java:748) [?:1.8.0_212]
[09Feb2025 01:02:59.662] [Server thread/FATAL] [net.minecraft.util.concurrent.ThreadTaskExecutor/]: Error executing task on Server
java.lang.NullPointerException: null
	at net.minecraftforge.fml.network.NetworkHooks.openGui(NetworkHooks.java:227) ~[forge:?]
	at net.minecraftforge.fml.network.NetworkHooks.openGui(NetworkHooks.java:192) ~[forge:?]
	at com.mrcrayfish.furniture.block.CrateBlock.func_225533_a_(CrateBlock.java:116) ~[cfm:7.0.0-pre22-1.16.3]
	at net.minecraft.block.AbstractBlock$AbstractBlockState.func_227031_a_(AbstractBlock.java:640) ~[?:?]
	at net.minecraft.server.management.PlayerInteractionManager.func_219441_a(PlayerInteractionManager.java:338) ~[?:?]
	at net.minecraft.network.play.ServerPlayNetHandler.func_184337_a(ServerPlayNetHandler.java:958) ~[?:?]
	at net.minecraft.network.play.client.CPlayerTryUseItemOnBlockPacket.func_148833_a(SourceFile:36) ~[?:?]
	at net.minecraft.network.play.client.CPlayerTryUseItemOnBlockPacket.func_148833_a(SourceFile:10) ~[?:?]
	at net.minecraft.network.PacketThreadUtil.func_225383_a(SourceFile:21) ~[?:?]
	at net.minecraft.util.concurrent.TickDelayedTask.run(SourceFile:18) ~[?:?]
	at net.minecraft.util.concurrent.ThreadTaskExecutor.func_213166_h(SourceFile:144) ~[?:?]
	at net.minecraft.util.concurrent.RecursiveEventLoop.func_213166_h(SourceFile:23) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_213166_h(MinecraftServer.java:734) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_213166_h(MinecraftServer.java:159) ~[?:?]
	at net.minecraft.util.concurrent.ThreadTaskExecutor.func_213168_p(SourceFile:118) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_213205_aW(MinecraftServer.java:717) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_213168_p(MinecraftServer.java:711) ~[?:?]
	at net.minecraft.util.concurrent.ThreadTaskExecutor.func_213160_bf(SourceFile:103) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_213202_o(MinecraftServer.java:696) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_240802_v_(MinecraftServer.java:646) ~[?:?]
	at net.minecraft.server.MinecraftServer.func_240783_a_(MinecraftServer.java:232) ~[?:?]
	at java.lang.Thread.run(Thread.java:748) [?:1.8.0_212]
[09Feb2025 01:18:06.681] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2006ms or 40 ticks behind
[09Feb2025 01:18:24.292] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2617ms or 52 ticks behind
[09Feb2025 01:18:41.536] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2262ms or 45 ticks behind
[09Feb2025 01:18:58.726] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2002ms or 40 ticks behind
[09Feb2025 01:19:15.863] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2139ms or 42 ticks behind
[09Feb2025 01:19:33.206] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2381ms or 47 ticks behind
[09Feb2025 01:19:56.452] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2377ms or 47 ticks behind
[09Feb2025 01:20:14.266] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2841ms or 56 ticks behind
[09Feb2025 01:20:31.392] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2167ms or 43 ticks behind
[09Feb2025 01:20:56.925] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2001ms or 40 ticks behind
[09Feb2025 01:21:15.928] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2003ms or 40 ticks behind
[09Feb2025 01:21:39.232] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2007ms or 40 ticks behind
[09Feb2025 01:22:01.077] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2002ms or 40 ticks behind
[09Feb2025 01:22:18.478] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2403ms or 48 ticks behind
[09Feb2025 01:22:35.840] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2366ms or 47 ticks behind
[09Feb2025 01:22:53.436] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2611ms or 52 ticks behind
[09Feb2025 01:23:10.714] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2289ms or 45 ticks behind
[09Feb2025 01:23:29.490] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2015ms or 40 ticks behind
[09Feb2025 01:23:47.883] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2009ms or 40 ticks behind
[09Feb2025 01:24:05.280] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2405ms or 48 ticks behind
[09Feb2025 01:24:23.077] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2003ms or 40 ticks behind
[09Feb2025 01:24:40.701] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2626ms or 52 ticks behind
[09Feb2025 01:24:58.482] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2007ms or 40 ticks behind
[09Feb2025 01:25:17.434] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2009ms or 40 ticks behind
[09Feb2025 01:25:34.566] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2141ms or 42 ticks behind
[09Feb2025 01:25:52.177] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2002ms or 40 ticks behind
[09Feb2025 01:26:10.638] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2013ms or 40 ticks behind
[09Feb2025 01:26:31.193] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2018ms or 40 ticks behind
